age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
65, Local-gov,179411, HS-grad,9, Widowed, Tech-support, Unmarried, White, Female,0,0,35, United-States
27, Federal-gov,115705, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,50, United-States
27, State-gov,234135, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
23, Private,181820, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
23, Private,47541, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
72, Private,174993, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States
25, Private,91639, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States
49, ?,141483, 10th,6, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States
41, State-gov,205153, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
33, Private,488720, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico
51, ?,123429, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
57, Private,322691, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
17, Private,272372, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,7, United-States
35, Private,212607, Some-college,10, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,44, Puerto-Rico
67, Self-emp-not-inc,221252, Masters,14, Divorced, Sales, Not-in-family, Other, Male,0,0,40, United-States
65, ?,263125, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,2290,0,27, United-States
36, Private,232142, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,80, United-States
53, Private,92968, Assoc-acdm,12, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
19, Private,163885, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
41, Private,175883, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
53, Private,199287, 9th,5, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,9, United-States
29, Private,285294, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
53, Private,261207, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Peru
60, Private,290922, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,27, United-States
57, Self-emp-not-inc,181435, 11th,7, Divorced, Other-service, Unmarried, White, Male,4650,0,50, United-States
43, Self-emp-not-inc,116632, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,1887,45, United-States
53, Private,291096, 1st-4th,2, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
23, Private,42251, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States
48, Private,355781, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India
57, State-gov,344381, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7688,0,75, United-States
43, Local-gov,487770, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
17, Private,181129, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,10, United-States
27, Private,189565, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
43, Private,138471, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
22, ?,199005, Assoc-acdm,12, Never-married, ?, Own-child, White, Male,0,0,40, United-States
60, Self-emp-not-inc,54553, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States
48, Private,240175, 11th,7, Separated, Other-service, Unmarried, Black, Male,0,0,22, United-States
43, Private,307767, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
45, Private,171540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
45, State-gov,226452, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
40, Private,277647, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States
36, Private,129357, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
43, Self-emp-inc,147206, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,27828,0,45, United-States
69, Self-emp-not-inc,118174, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,20051,0,15, United-States
38, Private,27016, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,43, United-States
24, Private,216853, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States
32, Private,364657, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
48, Private,168556, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States
47, Private,257824, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
52, Self-emp-not-inc,154728, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30, Private,327112, 11th,7, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States
33, Private,184178, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,35, United-States
26, Private,259138, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,2407,0,36, United-States
41, Self-emp-not-inc,167081, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,55, United-States
34, Private,123291, 10th,6, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States
26, Private,34309, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
30, Private,176471, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States
37, Private,203079, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States
40, Private,155972, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States
18, Private,180725, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States
30, Private,153549, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States
40, Private,117523, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Columbia
24, Private,154835, HS-grad,9, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, South
26, Private,172013, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
44, ?,256211, Assoc-voc,11, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,2129,40, Poland
33, Private,213722, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Greece
41, Private,132853, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico
28, ?,195568, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,15, ?
59, Private,116637, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
50, Private,209320, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,32, United-States
32, Private,203181, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States
24, ?,205940, 9th,5, Never-married, ?, Own-child, White, Female,0,0,30, United-States
66, Self-emp-inc,107627, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
21, Private,176178, Bachelors,13, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,35, United-States
34, Self-emp-not-inc,198813, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States
47, Self-emp-inc,337825, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
45, Local-gov,251786, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States
27, Private,239130, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,2444,40, United-States
29, Private,169104, HS-grad,9, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,75, Thailand
35, Private,182203, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines
40, Local-gov,174395, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
48, Private,162187, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States
22, Private,105686, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States
45, ?,69596, 10th,6, Divorced, ?, Unmarried, White, Female,0,0,40, United-States
19, ?,292774, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States
22, Private,333838, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
37, Private,166549, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
20, Private,177287, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
46, Self-emp-inc,211020, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Germany
37, Private,356231, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,2129,65, United-States
28, Private,30014, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
37, Private,226500, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
33, Private,97723, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,50, United-States
50, Self-emp-inc,235307, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States
40, Local-gov,26671, Bachelors,13, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States
61, Private,197286, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
38, Private,165579, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,0,0,45, United-States
56, Self-emp-not-inc,42166, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
35, Self-emp-not-inc,222450, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico
45, Private,86505, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States
20, Private,162151, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States
52, Private,155759, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
60, Private,40856, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States
51, Self-emp-not-inc,174102, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States
41, Private,22419, 9th,5, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,84, United-States
37, Private,160192, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
49, Private,167159, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
54, Private,53833, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
36, Self-emp-not-inc,166193, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
20, Private,55465, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
48, Private,126441, 1st-4th,2, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, China
20, Private,176262, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States
36, Private,143152, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States
26, Private,265781, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States
25, Self-emp-not-inc,193716, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
41, ?,155041, HS-grad,9, Never-married, ?, Own-child, White, Female,3418,0,40, United-States
34, Private,189759, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
43, Self-emp-inc,179228, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States
63, Private,458609, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,3674,0,30, United-States
43, Self-emp-not-inc,37869, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States
22, Private,210474, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
31, Private,43819, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
32, Private,185177, Assoc-voc,11, Separated, Tech-support, Own-child, White, Male,0,1590,40, United-States
27, Local-gov,187746, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,3325,0,25, United-States
24, Local-gov,137300, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States
24, Private,493732, 1st-4th,2, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Mexico
37, Private,219137, 7th-8th,4, Divorced, Sales, Unmarried, White, Female,0,0,44, United-States
35, Self-emp-not-inc,107662, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,5, Canada
51, Private,76044, Masters,14, Divorced, Prof-specialty, Unmarried, Other, Male,4787,0,35, Mexico
27, Federal-gov,409815, Some-college,10, Divorced, Adm-clerical, Other-relative, Black, Female,0,0,50, United-States
51, Private,229225, Masters,14, Divorced, Other-service, Not-in-family, Black, Female,0,0,18, United-States
47, Private,172155, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, Ecuador
29, Private,204663, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,3325,0,40, United-States
56, Private,357939, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
23, ?,38455, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,11, United-States
36, Federal-gov,187089, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
28, Private,251905, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States
36, Private,127961, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
56, Private,59469, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada
33, Private,188403, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States
53, State-gov,182907, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
